hsn_code,description
85182900,"OTHER – MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS, WHETHER OR NOT MOUNTED IN THEIR ENCLOSURES; HEADPHONES AND EARPHONES WHETHER OR NOT COMBINED WITH A MICROPHONE AND SETS CONSITING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS"
851830,"HEADPHONES AND EARPHONES WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS"
85183000,"HEADPHONES AND EARPHONES, WHETHER OR NOT COMBINED WITH A MICROPHONE, AND SETS CONSISTING OF A MICROPHONE AND ONE OR MORE LOUDSPEAKERS"
851840,AUDIO-FREQUENCY ELECTRIC AMPLIFIERS
85184000,AUDIO FREQUENCY ELECTRIC AMPLIFIERS
851850,ELECTRIC SOUND AMPLIFIER SETS
85185000,ELECTRIC SOUND AMPLIFIER SETS
851890,PARTS
85189000,PARTS
8519,SOUND RECORDING OR REPRODUCING APPARATUS
851920,"APPARATUS OPERATED BY COINS, BANKNOTES, BANK CARDS, TOKENS OR BY OTHER MEANS OF PAYMENT"
85192000,"APPARATUS OPERATED BY COINS, BANK NOTES, BANK CARDS, TOKENS OR BY OTHER MEANS OF PAYMENT"
851930,TURNTABLES (RECORD DECKS)
85193000,TURNTABLES (RECORD-DECKS)
85198,OTHER APPARATUS
851981,"USING MAGNETIC, OPTICAL OR SEMICONDUCTOR MEDIA"
85198100,"USING MAGNETIC, OPTICAL OR SEMICONDUCTOR MEDIA"
851989,OTHER – SOUND RECORDING OR REPRODUCING APPARATUS
85198900,OTHER – SOUND RECORDING OR REPRODUCING APPARATUS
8521,"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER"
852110,MAGNETIC TAPE-TYPE
85211000,MAGNETIC TAPE-TYPE
852190,"OTHER – VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER"
85219000,"OTHER – VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER"
8522,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.19 OR 85.21
852210,PICK-UP CARTRIDGES
85221000,PICK-UP CARTRIDGES
852290,OTHER – PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.19 OR 85.21
85229010,INCORPORATING A PRINTED CIRCUIT BOARD
85229020,CABINETS
85229091,ACCESSORIES OF APPARATUS OF HEADING NO. 85.19 TO 85.21
85229099,OTHER – PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.19 OR 85.21
8523,"DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85232,MAGNETIC MEDIA
852321,CARDS INCORPORATING A MAGNETIC STRIPE
85232100,CARDS INCORPORATING A MAGNETIC STRIPE
852329,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85232900,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85234,OPTICAL MEDIA
852341,UNRECORDED
85234100,UNRECORDED
852349,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85234910,COMPUTER SOFTWARE
85234990,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85235,SEMICONDUCTOR MEDIA
852351,SOLID-STATE NON-VOLATILE STORAGE DEVICES
85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES
852352,&QUOT;SMART CARDS&QUOT;
85235200,"""SMART CARDS"""
852359,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85235900,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
852380,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
85238000,"OTHER – DISCS, TAPES, SOLID-STATE NON-VOLATILE STORAGE DEVICES, &QUOT;SMART CARDS&QUOT; AND OTHER MEDIA FOR THE RECORDING OF SOUND OR OF OTHER PHENOMENA, WHETHER OR NOT RECORDED, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF DISCS (EXCLUDING PRODUCTS OF CHAPTER 37)"
8524,"FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85241,WITHOUT DRIVERS OR CONTROL CIRCUITS
852411,"OF LIQUID CRYSTALS – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85241100,"OF LIQUID CRYSTALS – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
852412,"OF ORGANIC LIGHT-EMITTING DIODES (OLED) – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85241200,"OF ORGANIC LIGHT-EMITTING DIODES (OLED) – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
852419,"OTHER – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85241900,"OTHER – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85249,OTHER
852491,"OF LIQUID CRYSTAL – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85249100,"OF LIQUID CRYSTALS – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
852492,"OF ORGANIC LIGHT-EMITTING DIODES (OLED) – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85249200,"OF ORGANIC LIGHT-EMITTING DIODES (OLED) – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
852499,"OTHER – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
85249900,"OTHER – FLAT PANEL DISPLAY MODULES, WHETHER OR NOT INCORPORATING TOUCH-SENSITIVE SCREENS"
8525,"TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
852550,TRANSMISSION APPARATUS
85255010,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – TRANSMISSION APPARATUS
85255090,OTHER – TRANSMISSION APPARATUS
852560,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS
85256010,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS
85256090,OTHER – TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS
85258,"TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
852581,HIGH-SPEED GOODS AS SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER
85258110,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – HIGH-SPEED GOODS AS SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER
85258190,OTHER – HIGH-SPEED GOODS AS SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER
852582,"OTHER, RADIATION-HARDENED OR RADIATION-TOLERANT GOODS AS SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER"
85258210,"FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – OTHER, RADIATION-HARDENED OR RADIATION-TOLERANT GOODS AS SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER"
85258290,"OTHER – OTHER, RADIATION-HARDENED OR RADIATION-TOLERANT GOODS AS SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER"
852583,"OTHER, NIGHT VISION GOODS AS SPECIFIED IN SUBHEADING NOTE 3 TO THIS CHAPTER"
85258310,"FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – OTHER, NIGHT VISION GOODS AS SPECIFIED IN SUBHEADING NOTE 3 TO THIS CHAPTER"
85258390,"OTHER – OTHER, NIGHT VISION GOODS AS SPECIFIED IN SUBHEADING NOTE 3 TO THIS CHAPTER"
852589,"OTHER – TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
85258910,"FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
85258990,"OTHER – TRANSMISSION APPARATUS FOR RADIO-BROADCASTING OR TELEVISION, WHETHER OR NOT INCORPORATING RECEPTION APPARATUS OR SOUND RECORDING OR REPRODUCING APPARATUS; TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS"
852610,RADAR APPARATUS
85261000,RADAR APPARATUS
85269,OTHER
852691,RADIO NAVIGATIONAL AID APPARATUS
85269110,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAGIVATION – RADIO NAVIGATIONAL AID APPARATUS
85269190,OTHER – RADIO NAVIGATIONAL AID APPARATUS
852692,RADIO REMOTE CONTROL APPARATUS
85269210,"OF A TYPE DESIGNED FOR RECREATIONAL PURPOSES, AND TOYS – RADIO REMOTE CONTROL APPARATUS"
85269220,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAVIGATION – RADIO REMOTE CONTROL APPARATUS
85269290,OTHER – RADIO REMOTE CONTROL APPARATUS
8527,"RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85271,RADIO-BROADCAST RECEIVERS CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER
852712,POCKET-SIZE RADIO CASSETTE-PLAYERS
85271200,POCKET-SIZE RADIO CASSETTE-PLAYERS
852713,OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
85271310,FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAVIGATION – OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
85271390,OTHER – OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
852719,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85271910,"FOR USE IN CONNECTION WITH AIRCRAFT COMMUNICATION OR NAVIGATION – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85271990,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85272,"RADIO-BROADCAST RECEIVERS NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER, OF A KIND USED IN MOTOR VEHICLES"
852721,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
85272100,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
852729,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85272900,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85279,OTHER
852791,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
85279100,COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS
852792,NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK
85279200,NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK
852799,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
85279900,"OTHER – RECEPTION APPARATUS FOR RADIO-BROADCASTING, WHETHER OR NOT COMBINED, IN THE SAME HOUSING, WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK"
8528,"MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85284,CATHODE-RAY TUBE MONITORS
852842,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
85284200,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
852849,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85284900,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85285,OTHER MONITORS
852852,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
85285200,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
852859,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85285900,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85286,PROJECTORS
852862,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
85286200,CAPABLE OF DIRECTLY CONNECTING TO AND DESIGNED FOR USE WITH AN AUTOMATIC DATA PROCESSING MACHINE OF HEADING 84.71
852869,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85286900,"OTHER – MONITORS AND PROJECTORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
85287,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
852871,NOT DESIGNED TO INCORPORATE A VIDEO DISPLAY OR SCREEN
85287100,NOT DESIGNED TO INCORPORATE A VIDEO DISPLAY OR SCREEN
852872,"OTHER, COLOUR"
85287200,"OTHER, COLOUR"
852873,"OTHER, MONOCHROME"
85287300,"OTHER, MONOCHROME"
8529,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.24 TO 85.28
852910,AERIALS AND AERIAL REFLECTORS OF ALL KINDS; PARTS SUITABLE FOR USE THEREWITH
85291000,AERIALS AND AERIAL REFLECTORS OF ALL KINDS; PARTS SUITABLE FOR USE THEREWITH
852990,OTHER – PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.24 TO 85.28
85299010,INCORPORATING A PRINTED CIRCUIT BOARD
85299020,CABINETS
85299090,OTHER – PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 85.24 TO 85.28
8530,"ELECTRICAL SIGNALLING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, TRAMWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES, PORT INSTALLATIONS OR AIRFIELDS (EXCLUDING THOSE OF HEADING 86.08)"
853010,EQUIPMENT FOR RAILWAYS OR TRAMWAYS
85301000,EQUIPMENT FOR RAILWAYS OR TRAMWAYS
853080,OTHER EQUIPMENT
85308000,OTHER EQUIPMENT
853090,PARTS
85309000,PARTS
8531,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (FOR EXAMPLE, BELLS, SIRENS, INDICATOR PANELS, BURGLAR OR FIRE ALARMS) (EXCLUDING THOSE OF HEADING 85.12 OR 85.30)"
853110,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS
85311010,FIRE ALARMS
85311090,OTHER – BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS
853120,INDICATOR PANELS INCORPORATING LIQUID CRYSTAL DEVICES (LCD) OR LIGHT EMITTING DIODES (LED)
85312010,FOR FIRE ALARM SYSTEMS – INDICATOR PANELS INCORPORATING LIQUID CRYSTAL DEVICES (LCD) OR LIGHT EMITTING DIODES (LED)
85312090,OTHER – INDICATOR PANELS INCORPORATING LIQUID CRYSTAL DEVICES (LCD) OR LIGHT EMITTING DIODES (LED)
853180,OTHER APPARATUS
85318000,OTHER APPARATUS
853190,PARTS
85319000,PARTS
8532,"ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET)"
853210,"FIXED CAPACITORS DESIGNED FOR USE IN 50/60 HZ CIRCUITS AND HAVING A REACTIVE POWER HANDLING CAPACITY OF NOT LESS THAN 0,5 KVAR (POWER CAPACITORS)"
85321000,FIXED CAPACITORS DESIGNED FOR USE IN 50/60 HZ CIRCUITS AND HAVING A REACTIVE POWER HANDLING CAPACITY OF NOT LESS THAN 0.5 KVAR (POWER CAPACITORS)
85322,OTHER FIXED CAPACITORS
853221,TANTALUM
85322100,TANTALUM
853222,ALUMINIUM ELECTROLYTIC
85322200,ALUMINIUM ELECTROLYTIC
853223,"CERAMIC DIELECTRIC, SINGLE LAYER"
85322300,"CERAMIC DIELECTRIC, SINGLE LAYER"
853224,"CERAMIC DIELECTRIC, MULTILAYER"
85322400,"CERAMIC DIELECTRIC, MULTILAYER"
853225,DIELECTRIC OF PAPER OR PLASTICS
85322500,DIELECTRIC OF PAPER OR PLASTICS
853229,"OTHER – ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET)"
85322900,"OTHER – ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET)"
853230,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS
85323000,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS
853290,PARTS
85329000,PARTS
8533,ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
853310,"FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPES"
85331000,"FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPES"
85332,OTHER FIXED RESISTORS
853321,FOR A POWER HANDLING CAPACITY NOT EXCEEDING 20 W – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
85332100,FOR A POWER HANDLING CAPACITY NOT EXCEEDING 20 W – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
853329,OTHER – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
85332900,OTHER – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
85333,"WIREWOUND VARIABLE RESISTORS, INCLUDING RHEOSTATS AND POTENTIOMETERS"
853331,FOR A POWER HANDLING CAPACITY NOT EXCEEDING 20 W – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
85333100,FOR A POWER HANDLING CAPACITY NOT EXCEEDING 20 W – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
853339,OTHER – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
85333900,OTHER – ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS) (EXCLUDING HEATING RESISTORS)
853340,"OTHER VARIABLE RESISTORS, INCLUDING RHEOSTATS AND POTENTIOMETERS"
85334000,OTHER VARIABLE RESISTORS INCLUDING RHEOSTATS AND POTENTIOMETERS
853390,PARTS
85339000,PARTS
8534,PRINTED CIRCUITS
853400,PRINTED CIRCUITS
85340000,PRINTED CIRCUITS.
8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXES), FOR A VOLTAGE EXCEEDING 1 000 V"
853510,FUSES
85351000,FUSES
85352,AUTOMATIC CIRCUIT BREAKERS
853521,"FOR A VOLTAGE OF LESS THAN 72,5 KV – ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXES), FOR A VOLTAGE EXCEEDING 1 000 V"
85352100,"FOR A VOLTAGE OF LESS THAN 72.5 KV – ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXES), FOR A VOLTAGE EXCEEDING 1 000 V"
853529,"OTHER – ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXES), FOR A VOLTAGE EXCEEDING 1 000 V"
85352900,"OTHER – ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS (FOR EXAMPLE, SWITCHES, FUSES, LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSORS, PLUGS AND OTHER CONNECTORS, JUNCTION BOXES), FOR A VOLTAGE EXCEEDING 1 000 V"
853530,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES
85353000,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES
853540,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS AND SURGE SUPPRESSORS"
85354000,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS AND SURGE SUPPRESSORS"
